"Season","Team","Bat","BsR","Fld","Pos","Off","Def","Lg","Rep","RAR","WAR"
"2018","Dodgers","33.7","13.7","-2.7","-1.8","47.3","-4.5","2.8","52.2","97.9","10.1"
"2019","Yankees","11.4","4.5","3.6","0.3","15.8","3.9","3.2","25.3","48.2","4.7"
"2013","Red Sox","7.2","11.8","-0.6","1.7","19.0","1.1","2.9","21.5","44.5","4.8"
"2014","Nationals","11.6","5.3","-2.3","2.1","16.8","-0.2","1.4","20.1","38.2","4.2"
"2015","Dodgers","17.9","-2.7","-1.4","2.3","15.3","0.9","1.5","25.6","43.2","4.6"
"2016","Phillies","7.7","2.3","3.8","2.2","10.0","6.0","0.6","19.8","36.4","3.7"
"2011","Royals","9.9","7.2","-2.2","0.6","17.1","-1.6","3.6","26.0","45.1","4.8"
"2017","Cubs","8.5","-1.3","3.7","-0.7","7.2","3.0","2.3","36.6","49.1","4.9"
"2010","Orioles","3.9","-0.3","-3.8","2.2","3.6","-1.5","3.5","18.4","24.0","2.5"
"2018","Pirates","11.2","2.8","-1.9","1.3","14.0","-0.6","1.3","23.1","37.7","3.9"
